2;14:31:36;BLM Merchandise;14:31:36;60
3;10:26:53;BLM Merchandise;10:26:53;111
5;14:24:18;Wedge Wood 2;14:24:18;51
5;14:24:18;Registry;14:25:09;63
5;14:24:18;Eloquence 2;14:26:12;18
5;14:24:18;Fine Dining 1;14:26:30;18
5;14:24:18;Home Decor;14:26:48;3
5;14:24:18;Mackensie-Child;14:26:51;15
5;14:24:18;Eloquence 2;14:27:06;33
5;14:24:18;Gift & Silver 2;14:27:39;66
5;14:24:18;Magnolia;14:28:45;129
5;14:24:18;Fine Dining 2;14:30:54;258
5;14:24:18;Home Decor;14:35:12;198
5;14:24:18;Benhardt 7;14:38:30;117
5;14:24:18;Textile & Bedding 2;14:40:27;102
5;14:24:18;Magnolia;14:42:09;18
5;14:24:18;BLM Merchandise;14:42:27;33
5;14:24:18;Campo;14:43:00;66
5;14:24:18;Casual Dining 2;14:44:06;159
5;14:24:18;Registry;14:46:45;351
5;14:24:18;Home Fragrance;14:52:36;288
5;14:24:18;BLM Merchandise;14:57:24;198
5;14:24:18;Kitchen Accessories 3;15:00:42;294
5;14:24:18;Gift & Silver 2;15:05:36;63
5;14:24:18;Textile & Bedding 2;15:06:39;15
5;14:24:18;Wedge Wood 1;15:06:54;33
5;14:24:18;C-Wonder;15:07:27;66
5;14:24:18;Registry;15:08:33;129
5;14:24:18;Campo;15:10:42;129
5;14:24:18;Mackensie-Child;15:12:51;129
5;14:24:18;Textile & Bedding 2;15:15:00;129
5;14:24:18;Promotional;15:17:09;231
5;14:24:18;Magnolia;15:21:00;114
5;14:24:18;Entrance;15:22:54;195
5;15:35:06;Gift & Silver 1;15:35:06;18
5;15:35:06;Caracole 8;15:35:24;21
5;15:35:06;Fendi Home 4;15:35:45;3
5;15:35:06;Benhardt 1;15:35:48;15
5;15:35:06;Ralph Laurent Furnitures 2;15:36:03;84
5;15:35:06;Promotional;15:37:27;81
5;15:35:06;Casual Dining 2;15:38:48;105
6;14:22:57;Caracole 2;14:22:57;21
6;14:22:57;Caracole 6;14:23:18;6
6;14:22:57;Van Thiel 3;14:23:24;3
6;14:22:57;Van Thiel 2;14:23:27;15
6;14:22:57;Van Thiel 4;14:23:42;18
6;14:22:57;Van Thiel 3;14:24:00;21
6;14:22:57;Caracole 1;14:24:21;12
6;14:22:57;Caracole 6;14:24:33;12
6;14:22:57;Caracole 8;14:24:45;15
6;14:22:57;Caracole 6;14:25:00;12
6;14:22:57;Van Thiel 2;14:25:12;33
6;14:22:57;Caracole 3;14:25:45;12
6;14:22:57;Caracole 8;14:25:57;57
6;14:22:57;Van Thiel 3;14:26:54;48
6;14:22:57;Caracole 5;14:27:42;15
6;14:22:57;Caracole 6;14:27:57;12
6;14:22:57;Van Thiel 2;14:28:09;15
6;14:22:57;Caracole 6;14:28:24;21
6;14:22:57;Van Thiel 2;14:28:45;9
6;14:22:57;Caracole 3;14:28:54;45
6;14:22:57;Benhardt 7;14:29:39;18
6;14:22:57;Van Thiel 5;14:29:57;9
6;14:22:57;Caracole 6;14:30:06;3
6;14:22:57;Van Thiel 4;14:30:09;3
6;14:22:57;Van Thiel 2;14:30:12;6
6;14:22:57;Caracole 6;14:30:18;6
6;14:22:57;Van Thiel 2;14:30:24;3
6;14:22:57;Caracole 8;14:30:27;69
6;14:22:57;Van Thiel 3;14:31:36;18
6;14:22:57;Van Thiel 1;14:31:54;3
6;14:22:57;Van Thiel 3;14:31:57;12
6;14:22:57;Van Thiel 2;14:32:09;69
6;14:22:57;Caracole 1;14:33:18;21
6;14:22:57;Van Thiel 3;14:33:39;3
7;12:44:49;Casual Dining 2;12:44:49;180
7;12:52:49;Caracole 7;12:52:49;261
8;09:51:56;Caracole 4;09:51:56;3
8;09:51:56;Caracole 8;09:51:59;156
8;10:28:17;Eichholtz 1;10:28:17;126
8;10:28:17;Fendi Home 2;10:30:23;225
8;10:50:44;Caracole 7;10:50:44;93
8;10:50:44;Caracole 4;10:52:17;18
8;10:50:44;Caracole 7;10:52:35;18
8;10:50:44;Fendi Home 1;10:52:53;177
8;10:50:44;Ralph Laurent Furnitures 2;10:55:50;168
8;11:18:14;Benhardt 4;11:18:14;117
8;11:18:14;Gift & Silver 2;11:20:11;69
8;11:18:14;Caracole 7;11:21:20;54
8;11:18:14;Eichholtz 2;11:22:14;27
8;11:18:14;Eichholtz 1;11:22:41;225
8;11:44:29;Benhardt 7;11:44:29;36
8;11:44:29;Fendi Home 1;11:45:05;264
8;14:03:57;Textile & Bedding 4;14:03:57;15
8;14:03:57;Caracole 11;14:04:12;21
8;14:03:57;Fendi Home 4;14:04:33;3
8;14:03:57;Caracole 8;14:04:36;3
8;14:03:57;Ralph Laurent Furnitures 2;14:04:39;30
10;15:07:21;C-Wonder;15:07:21;135
11;11:29:50;Home Fragrance;11:29:50;3
11;11:29:50;Textile & Bedding 2;11:29:53;39
11;11:29:50;Wedge Wood 2;11:30:32;18
11;11:29:50;Campo;11:30:50;18
11;11:29:50;Wedge Wood 1;11:31:08;18
11;11:29:50;Promotional;11:31:26;60
11;11:29:50;Home Fragrance;11:32:26;33
11;11:29:50;Registry;11:32:59;33
11;11:29:50;BLM Merchandise;11:33:32;21
11;11:29:50;Registry;11:33:53;12
11;11:29:50;Campo;11:34:05;3
11;11:58:53;Promotional;11:58:53;3
11;11:58:53;C-Wonder;11:58:56;12
11;11:58:53;Textile & Bedding 2;11:59:08;33
11;11:58:53;BLM Merchandise;11:59:41;27
11;11:58:53;Home Decor;12:00:08;3
11;11:58:53;Campo;12:00:11;9
11;11:58:53;BLM Merchandise;12:00:20;48
11;12:12:29;Textile & Bedding 2;12:12:29;6
11;12:12:29;Magnolia;12:12:35;3
11;12:12:29;Home Fragrance;12:12:38;9
11;12:12:29;BLM Merchandise;12:12:47;6
11;12:12:29;Textile & Bedding 2;12:12:53;15
11;12:12:29;Promotional;12:13:08;21
11;12:12:29;Textile & Bedding 2;12:13:29;21
11;12:12:29;Home Decor;12:13:50;33
11;12:12:29;Casual Dining 2;12:14:23;69
11;12:12:29;Promotional;12:15:32;228
11;12:12:29;Fine Dining 2;12:19:20;9
11;12:12:29;Utility;12:19:29;3
11;12:12:29;Wedge Wood 1;12:19:32;9
